user,subfolder,decision,rationale
ruscitti-k,vector,INCLUDED,Vector pipeline — business
ruscitti-k,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
sager-e,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
sager-e,calendar,CONTENT-MISMATCH,Calendar entries — not email
sager-e,contacts,CONTENT-MISMATCH,Address book — not email
sager-e,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
sager-e,ees_matters,INCLUDED,EES business matters correspondence
sager-e,elizabeth_sager,PII/LEGAL,Named individual folder — personal PII
sager-e,enron___general,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sager-e,epmi___power,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sager-e,inbox,INCLUDED,Primary received mail — standard business email
sager-e,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
sager-e,sager___general,PII/LEGAL,Named individual folder — personal PII
sager-e,sent,INCLUDED,Sent mail variant — standard business email
sager-e,sent_items,INCLUDED,Primary sent mail — standard business email
saibi-e,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
saibi-e,calendar,CONTENT-MISMATCH,Calendar entries — not email
saibi-e,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
saibi-e,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
saibi-e,inbox,INCLUDED,Primary received mail — standard business email
saibi-e,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
saibi-e,saved,SYSTEM,Generic saved folder — duplicates
saibi-e,sent_items,INCLUDED,Primary sent mail — standard business email
salisbury-h,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
salisbury-h,holden_s,PII/LEGAL,Named individual folder — personal PII
salisbury-h,inbox,INCLUDED,Primary received mail — standard business email
salisbury-h,read,SYSTEM,Lotus Notes 'read' view marker — system artefact
salisbury-h,sent_items,INCLUDED,Primary sent mail — standard business email
sanchez-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
sanchez-m,calendar,CONTENT-MISMATCH,Calendar entries — not email
sanchez-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
sanchez-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
sanchez-m,inbox,INCLUDED,Primary received mail — standard business email
sanchez-m,private_folders,PII/LEGAL,Self-labelled private folder — explicit personal/sensitive content
sanchez-m,sent_items,INCLUDED,Primary sent mail — standard business email
sanders-r,agency_com,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
sanders-r,annex_5,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,bastos,PII/LEGAL,Named individual — PII
sanders-r,calendar,CONTENT-MISMATCH,Calendar entries — not email
sanders-r,contacts,CONTENT-MISMATCH,Address book — not email
sanders-r,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
sanders-r,doj__grynberg__quinque,PII/LEGAL,DOJ legal case — litigation sensitive
sanders-r,duke,INCLUDED,Duke Energy counterparty
sanders-r,ecogas,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,ees_neg_ctc,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,gleason__sound,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,heof_intrust,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,inbox,INCLUDED,Primary received mail — standard business email
sanders-r,india,INCLUDED,India operations business correspondence
sanders-r,infineum,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,international,INCLUDED,International operations correspondence
sanders-r,iso__pricecaps,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,kafus,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,metals,INCLUDED,Metals trading correspondence
sanders-r,misc,INCLUDED,Miscellaneous business correspondence
sanders-r,monetization_el_paso,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
sanders-r,nsm,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,pacific_valour,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,pacific_virgo,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,pca,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,personal_addresses,PII/LEGAL,Personal address book — PII
sanders-r,private_folders,PII/LEGAL,Self-labelled private folder — explicit personal/sensitive content
sanders-r,project_stanley,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,px,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,radack,PII/LEGAL,Named legal matter — litigation sensitive
sanders-r,recruiting,PII/LEGAL,Recruiting correspondence — sensitive PII
sanders-r,sempra,INCLUDED,Sempra counterparty — business
sanders-r,senator_dunn_inv_,PII/LEGAL,Senate investigation — litigation sensitive
sanders-r,sent,INCLUDED,Sent mail variant — standard business email
sanders-r,sent_items,INCLUDED,Primary sent mail — standard business email
sanders-r,stationery,SYSTEM,Email stationery template folder — not email
sanders-r,tenaska,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
sanders-r,tva,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
scholtes-d,belden,INCLUDED,Belden counterparty — business
scholtes-d,calendar,CONTENT-MISMATCH,Calendar entries — not email
scholtes-d,credit,PII/LEGAL,Credit records — financially sensitive
scholtes-d,diana_scholtes,PII/LEGAL,Named individual — personal PII
scholtes-d,ferc,INCLUDED,FERC regulatory correspondence
scholtes-d,fundementals,INCLUDED,Fundamentals — business
scholtes-d,inbox,INCLUDED,Primary received mail — standard business email
scholtes-d,it,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
scholtes-d,lt_contracts,INCLUDED,Long-term contracts — business
scholtes-d,mid_columbia,INCLUDED,Mid Columbia — business
scholtes-d,outbox,SYSTEM,Unsent drafts queue — not delivered email
scholtes-d,policy,INCLUDED,Corporate policy correspondence
scholtes-d,scheduling,INCLUDED,Operational scheduling correspondence
scholtes-d,sent_items,INCLUDED,Primary sent mail — standard business email
scholtes-d,settlements,INCLUDED,Trading settlements operations
scholtes-d,stf,INCLUDED,STF operations — business
scholtes-d,tasks,CONTENT-MISMATCH,Task list entries — not email
scholtes-d,to_do,CONTENT-MISMATCH,To-do list — not email
scholtes-d,transmission,INCLUDED,Transmission operations correspondence
scholtes-d,travel,PII/LEGAL,Mixed personal/business travel — PII risk
scholtes-d,west_bank,INCLUDED,West Bank operations — business
schoolcraft-d,cas,INCLUDED,CAS operations — business
schoolcraft-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
schoolcraft-d,inbox,INCLUDED,Primary received mail — standard business email
schoolcraft-d,nng,INCLUDED,NNG pipeline operations
schoolcraft-d,outages,INCLUDED,Pipeline/plant outage operations
schoolcraft-d,phffu,INCLUDED,PHFFU operations — business
schoolcraft-d,sent_items,INCLUDED,Primary sent mail — standard business email
schoolcraft-d,tw,INCLUDED,Transwestern pipeline operations
schoolcraft-d,tw_fuel_sales,INCLUDED,TW fuel sales — business
schoolcraft-d,tw_lft,INCLUDED,TW LFT operations
schoolcraft-d,untitled,SYSTEM,Untitled folder — unknown provenance
schoolcraft-d,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
schwieger-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
schwieger-j,bammel_stg,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
schwieger-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
schwieger-j,credit_issues,INCLUDED,Credit issues — business
schwieger-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
schwieger-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
schwieger-j,hpl_sell,INCLUDED,HPL sale transaction — business
schwieger-j,inbox,INCLUDED,Primary received mail — standard business email
schwieger-j,outbox,SYSTEM,Unsent drafts queue — not delivered email
schwieger-j,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
schwieger-j,sent_items,INCLUDED,Primary sent mail — standard business email
scott-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
scott-s,contacts,CONTENT-MISMATCH,Address book — not email
scott-s,correspondence,INCLUDED,General correspondence — business
scott-s,course_info,INCLUDED,Course information — business
scott-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
scott-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
scott-s,fun_emails,INCLUDED,Fun emails — legitimate ham
scott-s,gir,INCLUDED,GIR operations — business
scott-s,immediate_response,INCLUDED,Immediate response correspondence — business
scott-s,important_info,INCLUDED,Important info — business
scott-s,inbox,INCLUDED,Primary received mail — standard business email
scott-s,mkt_affiliate,INCLUDED,Marketing affiliate — business
scott-s,msap_info,INCLUDED,MSAP information — business
scott-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
scott-s,order_637,INCLUDED,Order 637 — regulatory
scott-s,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
scott-s,sent,INCLUDED,Sent mail variant — standard business email
scott-s,sent_items,INCLUDED,Primary sent mail — standard business email
scott-s,wk,INCLUDED,Work correspondence — business
scott-s,wordsmith,INCLUDED,Wordsmith communications — business
scott-s,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
semperger-c,calendar,CONTENT-MISMATCH,Calendar entries — not email
semperger-c,contacts,CONTENT-MISMATCH,Address book — not email
semperger-c,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
semperger-c,inbox,INCLUDED,Primary received mail — standard business email
semperger-c,keep_all_e_mail___,INCLUDED,Flagged business emails — included
semperger-c,renewable_power,INCLUDED,Renewable power — business
semperger-c,scheduling,INCLUDED,Operational scheduling correspondence
semperger-c,sent_items,INCLUDED,Primary sent mail — standard business email
semperger-c,settlements_issues,INCLUDED,Settlements issues — business
semperger-c,special,INCLUDED,Special correspondence — business
semperger-c,stuff,INCLUDED,General business correspondence
semperger-c,tasks,CONTENT-MISMATCH,Task list entries — not email
semperger-c,travel,PII/LEGAL,Mixed personal/business travel — PII risk
shackleton-s,abramo,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shackleton-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
shackleton-s,announcements,INCLUDED,Business announcements
shackleton-s,aquila,INCLUDED,Aquila counterparty — business
shackleton-s,argentina,INCLUDED,Argentina operations
shackleton-s,argentina_duke_dispute,INCLUDED,Argentina Duke dispute — business
shackleton-s,argentina_isda,INCLUDED,Argentina ISDA — business
shackleton-s,argentina_legal_report,INCLUDED,Argentina legal report — business
shackleton-s,argentina_tax,INCLUDED,Argentina tax — business
shackleton-s,argentina___financial_trading,INCLUDED,Argentina financial trading
shackleton-s,argentina___holidays,INCLUDED,Argentina holiday schedule — operations
shackleton-s,argentina___phone_list,INCLUDED,Argentina phone list — operations
shackleton-s,argen__local_form,INCLUDED,Argentina local forms — operations
shackleton-s,arg__deriv__assn_,INCLUDED,Argentina Derivatives Association
shackleton-s,australia,INCLUDED,Australia operations business correspondence
shackleton-s,bailey__s_,PII/LEGAL,Named individual folder — personal PII
shackleton-s,bancone,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shackleton-s,bankruptcy,PII/LEGAL,Bankruptcy proceedings — litigation sensitive
shackleton-s,blackbird,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shackleton-s,body_shop,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shackleton-s,boyd,PII/LEGAL,Named individual (surname) — personal PII
shackleton-s,brazil,INCLUDED,Brazil operations
shackleton-s,brazil_directory,INCLUDED,Brazil directory — operations
shackleton-s,brazil_news,INCLUDED,Brazil market news — business
shackleton-s,brazil_trips,INCLUDED,Brazil business trips — operations
shackleton-s,brazil__champion,INCLUDED,Brazil Champion project — business
shackleton-s,brazil___derivatives,INCLUDED,Brazil derivatives trading
shackleton-s,brazil___esa_reports,INCLUDED,Brazil ESA reports — operations
shackleton-s,brazil___holidays,INCLUDED,Brazil holiday schedule — operations
shackleton-s,brazil___weekly_reports,INCLUDED,Brazil weekly reports — operations
shackleton-s,brokerage_accounts,PII/LEGAL,Personal financial accounts — sensitive PII
shackleton-s,canada,INCLUDED,Canada operations business correspondence
shackleton-s,carol_stclair,PII/LEGAL,Named individual folder — personal PII
shackleton-s,catalytica,INCLUDED,Catalytica counterparty — business
shackleton-s,collateral_issues,PII/LEGAL,Collateral records — financially sensitive
shackleton-s,computer,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shackleton-s,confirms_power,INCLUDED,Power trade confirmations — business
